"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-01-01","1997","01","01","","","","","","","","","","","","0.0","","3.0","","3.0","","5","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-01-02","1997","01","02","","","","","","","","","","","","7.0","","1.0","","8.0","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-01-03","1997","01","03","","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-01-04","1997","01","04","","","","","","","","","","","","8.8","","0.0","","8.8","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-01-05","1997","01","05","","","","","","","","","","","","3.0","","0.0","","3.0","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-01-06","1997","01","06","","","","","","","","","","","","0.0","","0.0","T","0.0","T","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-01-07","1997","01","07","","","","","","","","","","","","0.0","","1.2","","1.2","","0","T","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-01-08","1997","01","08","","","","","","","","","","","","0.0","","0.0","T","0.0","T","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-01-09","1997","01","09","","","","","","","","","","","","0.0","","","M","","M","0","T","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-01-10","1997","01","10","","","","","","","","","","","","0.0","","1.1","","1.1","","11","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-01-11","1997","01","11","","","","","","","","","","","","0.0","","0.0","T","0.0","T","9","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-01-12","1997","01","12","","","","","","","","","","","","0.0","","0.0","T","0.0","T","3","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-01-13","1997","01","13","","","","","","","","","","","","0.0","","0.0","T","0.0","T","0","T","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-01-14","1997","01","14","","","","","","","","","","","","0.0","","0.0","T","0.0","T","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-01-15","1997","01","15","","","","","","","","","","","","4.8","","0.0","T","4.8","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-01-16","1997","01","16","","","","","","","","","","","","0.0","","","M","","M","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-01-17","1997","01","17","","","","","","","","","","","","0.0","","0.0","T","0.0","T","2","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-01-18","1997","01","18","","","","","","","","","","","","0.0","","0.0","T","0.0","T","0","T","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-01-19","1997","01","19","","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-01-20","1997","01","20","","","","","","","","","","","","0.0","","1.0","","1.0","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-01-21","1997","01","21","","","","","","","","","","","","3.0","","0.0","","3.0","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-01-22","1997","01","22","","","","","","","","","","","","1.5","","0.0","","1.5","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-01-23","1997","01","23","","","","","","","","","","","","0.0","","0.0","T","0.0","T","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-01-24","1997","01","24","","","","","","","","","","","","","M","","M","","M","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-01-25","1997","01","25","","","","","","","","","","","","0.0","","0.0","T","0.0","T","2","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-01-26","1997","01","26","","","","","","","","","","","","0.0","","","M","","M","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-01-27","1997","01","27","","","","","","","","","","","","0.0","T","6.0","","6.0","","2","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-01-28","1997","01","28","","","","","","","","","","","","0.0","","2.0","","2.0","","1","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-01-29","1997","01","29","","","","","","","","","","","","0.0","","6.3","","6.3","","2","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-01-30","1997","01","30","","","","","","","","","","","","0.0","","1.2","","1.2","","6","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-01-31","1997","01","31","","","","","","","","","","","","0.0","","6.0","","6.0","","2","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-02-01","1997","02","01","","","","","","","","","","","","0.0","","1.0","","1.0","","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-02-02","1997","02","02","","","","","","","","","","","","0.3","","0.0","","0.3","","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-02-03","1997","02","03","","","","","","","","","","","","0.0","","0.0","","0.0","","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-02-04","1997","02","04","","","","","","","","","","","","16.5","","2.0","","18.5","","2","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-02-05","1997","02","05","","","","","","","","","","","","0.0","T","0.0","T","0.0","T","0","T","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-02-06","1997","02","06","","","","","","","","","","","","0.0","","0.0","T","0.0","T","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-02-07","1997","02","07","","","","","","","","","","","","0.0","","0.0","","0.0","","0","T","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-02-08","1997","02","08","","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-02-09","1997","02","09","","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-02-10","1997","02","10","","","","","","","","","","","","0.0","","0.0","T","0.0","T","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-02-11","1997","02","11","","","","","","","","","","","","0.0","","0.0","T","0.0","T","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-02-12","1997","02","12","","","","","","","","","","","","0.0","","1.0","E","1.0","E","0","T","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-02-13","1997","02","13","","","","","","","","","","","","0.0","","3.2","","3.2","","0","T","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-02-14","1997","02","14","","","","","","","","","","","","0.0","","2.0","E","2.0","E","2","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-02-15","1997","02","15","","","","","","","","","","","","0.0","","2.0","","2.0","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-02-16","1997","02","16","","","","","","","","","","","","0.0","","19.0","","19.0","","2","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-02-17","1997","02","17","","","","","","","","","","","","0.0","","0.0","","0.0","","6","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-02-18","1997","02","18","","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-02-19","1997","02","19","","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-02-20","1997","02","20","","","","","","","","","","","","18.0","","0.0","","18.0","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-02-21","1997","02","21","","","","","","","","","","","","21.7","","0.0","","21.7","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-02-22","1997","02","22","","","","","","","","","","","","0.0","","0.0","T","0.0","T","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-02-23","1997","02","23","","","","","","","","","","","","0.0","","0.0","T","0.0","T","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-02-24","1997","02","24","","","","","","","","","","","","0.0","","0.0","","0.0","","0","T","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-02-25","1997","02","25","","","","","","","","","","","","0.0","","0.0","T","0.0","T","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-02-26","1997","02","26","","","","","","","","","","","","18.6","","0.0","","18.6","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-02-27","1997","02","27","","","","","","","","","","","","5.0","","0.0","","5.0","","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-02-28","1997","02","28","","","","","","","","","","","","0.0","","0.0","","0.0","","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-03-01","1997","03","01","","","","","","","","","","","","2.5","","0.0","","2.5","","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-03-02","1997","03","02","","","","","","","","","","","","0.0","","0.0","","0.0","","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-03-03","1997","03","03","","","","","","","","","","","","0.0","","0.0","T","0.0","T","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-03-04","1997","03","04","","","","","","","","","","","","0.8","","0.0","","0.8","","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-03-05","1997","03","05","","","","","","","","","","","","0.0","","9.0","","9.0","","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-03-06","1997","03","06","","","","","","","","","","","","0.0","","0.0","C","0.0","C","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-03-07","1997","03","07","","","","","","","","","","","","0.0","","9.0","A","9.0","A","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-03-08","1997","03","08","","","","","","","","","","","","0.0","","0.0","T","0.0","T","5","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-03-09","1997","03","09","","","","","","","","","","","","3.2","","0.0","","3.2","","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-03-10","1997","03","10","","","","","","","","","","","","2.4","","1.0","","3.4","","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-03-11","1997","03","11","","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-03-12","1997","03","12","","","","","","","","","","","","0.0","","0.0","","0.0","","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-03-13","1997","03","13","","","","","","","","","","","","0.0","","8.2","","8.2","","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-03-14","1997","03","14","","","","","","","","","","","","8.0","","0.0","","8.0","","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-03-15","1997","03","15","","","","","","","","","","","","0.0","","0.0","","0.0","","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-03-16","1997","03","16","","","","","","","","","","","","0.0","","0.0","","0.0","","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-03-17","1997","03","17","","","","","","","","","","","","0.0","","0.0","","0.0","","0","T","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-03-18","1997","03","18","","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-03-19","1997","03","19","","","","","","","","","","","","0.0","","0.0","","0.0","","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-03-20","1997","03","20","","","","","","","","","","","","0.0","","0.0","","0.0","","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-03-21","1997","03","21","","","","","","","","","","","","0.0","","4.0","","4.0","","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-03-22","1997","03","22","","","","","","","","","","","","0.0","","0.0","","0.0","","0","T","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-03-23","1997","03","23","","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-03-24","1997","03","24","","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-03-25","1997","03","25","","","","","","","","","","","","16.0","","0.0","","16.0","","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-03-26","1997","03","26","","","","","","","","","","","","0.0","","0.0","","0.0","","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-03-27","1997","03","27","","","","","","","","","","","","0.0","","0.0","","0.0","","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-03-28","1997","03","28","","","","","","","","","","","","2.0","","0.0","","2.0","","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-03-29","1997","03","29","","","","","","","","","","","","0.0","T","0.0","T","0.0","T","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-03-30","1997","03","30","","","","","","","","","","","","0.0","","2.0","","2.0","","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-03-31","1997","03","31","","","","","","","","","","","","0.0","","2.0","","2.0","","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-04-01","1997","04","01","","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-04-02","1997","04","02","","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-04-03","1997","04","03","","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-04-04","1997","04","04","","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-04-05","1997","04","05","","","","","","","","","","","","4.1","","0.0","","4.1","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-04-06","1997","04","06","","","","","","","","","","","","1.5","","0.0","T","1.5","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-04-07","1997","04","07","","","","","","","","","","","","0.0","","0.0","T","0.0","T","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-04-08","1997","04","08","","","","","","","","","","","","0.0","","0.0","T","0.0","T","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-04-09","1997","04","09","","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-04-10","1997","04","10","","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-04-11","1997","04","11","","","","","","","","","","","","0.0","","1.0","","1.0","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-04-12","1997","04","12","","","","","","","","","","","","9.0","","1.0","","10.0","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-04-13","1997","04","13","","","","","","","","","","","","1.0","","0.0","","1.0","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-04-14","1997","04","14","","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-04-15","1997","04","15","","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-04-16","1997","04","16","","","","","","","","","","","","1.2","","0.0","","1.2","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-04-17","1997","04","17","","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-04-18","1997","04","18","","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-04-19","1997","04","19","","","","","","","","","","","","1.0","","0.0","T","1.0","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-04-20","1997","04","20","","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-04-21","1997","04","21","","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-04-22","1997","04","22","","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-04-23","1997","04","23","","","","","","","","","","","","0.0","T","0.0","","0.0","T","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-04-24","1997","04","24","","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-04-25","1997","04","25","","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-04-26","1997","04","26","","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-04-27","1997","04","27","","","","","","","","","","","","8.0","","0.0","","8.0","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-04-28","1997","04","28","","","","","","","","","","","","2.0","","0.0","","2.0","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-04-29","1997","04","29","","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-04-30","1997","04","30","","","","","","","","","","","","1.4","","0.0","","1.4","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-05-01","1997","05","01","","","","","","","","","","","","0.2","","0.0","","0.2","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-05-02","1997","05","02","","","","","","","","","","","","10.0","","0.0","","10.0","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-05-03","1997","05","03","","","","","","","","","","","","15.0","E","0.0","","15.0","E","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-05-04","1997","05","04","","","","","","","","","","","","0.0","","0.0","","0.0","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1997-05-05","1997","05","05","","","","","","","","","","","","7.0","","0.0","","7.0","","0","","","","",""
